마아, 78, 166
다카, 46, 141
사차, 88, 149
자파, 67, 167
바바, 99, 176
파라, 78, 189
타카, 42, 146
사사, 96, 179
가다, 53, 163
파바, 96, 154
하마, 86, 158
아마, 50, 152
하나, 44, 143
타라, 61, 184
라나, 95, 183
파바, 69, 175
카사, 92, 172
가아, 71, 169
나마, 43, 150
다아, 49, 140
타아, 62, 152
다아, 60, 155
타라, 64, 142
카파, 98, 179
차하, 53, 161
파타, 68, 166
파카, 41, 144
타자, 88, 168
자가, 98, 188
나나, 82, 187
카카, 93, 154
카타, 92, 165
나파, 91, 159
마파, 42, 162
파다, 70, 168
다나, 79, 165
나다, 77, 188
타하, 67, 145
나차, 94, 150
하타, 65, 188
아사, 79, 144
자타, 97, 140
타바, 45, 162
파차, 62, 187
타사, 45, 183
가마, 81, 144
마자, 49, 178
자나, 98, 156
차마, 62, 168
라마, 73, 182
바바, 49, 163
하자, 80, 152
자타, 66, 189
바카, 54, 181
라라, 91, 160
아나, 43, 148
사라, 41, 144
마타, 44, 181
마카, 75, 154
라마, 40, 162
카사, 56, 152
나파, 47, 168
아사, 98, 165
라마, 62, 141
자가, 40, 141
아마, 96, 182
하하, 66, 188
아파, 81, 169
라라, 91, 188
차라, 80, 166
파하, 98, 154
나나, 88, 174
나타, 40, 188
사사, 64, 157
자라, 49, 145
다다, 80, 155
마파, 78, 150
자카, 52, 172
카마, 67, 169
아타, 89, 169
다아, 60, 176
가사, 57, 141
다자, 82, 141
나차, 85, 160
차라, 78, 177
나카, 61, 185
파라, 50, 184
하아, 68, 162
사가, 65, 184
가마, 72, 185
하다, 44, 152
나타, 82, 148
나타, 62, 151
가나, 94, 146
하다, 94, 151
사타, 95, 152
차바, 42, 169
마가, 85, 184
라바, 78, 176
라다, 96, 154
가나, 75, 179
마마, 66, 153
바하, 77, 165
마카, 47, 140
사아, 50, 166
하마, 48, 170
나가, 71, 186
파아, 50, 146
나마, 41, 163
차자, 43, 148
라하, 84, 145
나차, 49, 145
바사, 46, 185
파마, 75, 147
마파, 71, 144
파가, 69, 173
사자, 51, 153
바자, 47, 162
하하, 75, 179
하아, 50, 161
가타, 92, 177
차자, 49, 158
타차, 76, 174
나아, 87, 167
사나, 62, 154
파라, 80, 162
파바, 69, 141
아사, 86, 180
아마, 40, 153
마사, 54, 183
라차, 56, 174
타하, 91, 181
라다, 90, 163
라다, 50, 164
카마, 44, 186
타다, 94, 175
자하, 85, 166
자가, 98, 145
차다, 64, 173
가차, 67, 185
파차, 84, 169
자카, 58, 154
타바, 42, 147
라아, 68, 142
사나, 81, 147
아자, 73, 184
가바, 74, 175
다다, 95, 189
카다, 75, 151
자차, 82, 162
타바, 61, 142
카가, 86, 187
바차, 74, 181
바바, 50, 159
사사, 88, 172
라가, 76, 150
라다, 51, 153
나마, 55, 155
아바, 50, 168
차나, 44, 168
하나, 58, 156
아하, 67, 161
바다, 86, 180
하타, 60, 189
나파, 59, 157
아차, 91, 154
카하, 85, 148
마자, 81, 147
타차, 73, 148
카타, 68, 159
자라, 66, 152
하바, 92, 146
가아, 53, 160
가바, 74, 188
바아, 70, 168
파나, 87, 173
마가, 88, 180
카타, 85, 147
사파, 45, 187
라파, 40, 167
다사, 51, 186
하가, 56, 181
타타, 87, 187
자다, 75, 179
마라, 80, 148
사가, 82, 145
사하, 68, 144
파아, 96, 176
하파, 76, 180
나라, 79, 162
바타, 75, 150
라다, 63, 145
카자, 71, 141
차다, 74, 179
파카, 49, 146
나타, 72, 150
타차, 51, 163
바자, 61, 189
파나, 55, 179
가나, 72, 146
나라, 72, 157
다라, 42, 169
마하, 58, 155
파자, 47, 162
바라, 66, 170
나나, 77, 168
카나, 94, 141
라다, 65, 148
자아, 70, 158
타나, 85, 174
카마, 45, 170
사자, 87, 156
바가, 51, 180
아사, 98, 177
가카, 99, 167
차하, 83, 144
나파, 77, 165
마하, 47, 141
타타, 67, 181
하라, 48, 177
마아, 48, 165
하바, 65, 175
라파, 84, 163
사자, 79, 169
아차, 69, 182
아차, 78, 146
가타, 52, 163
파하, 59, 173
라타, 86, 142
사라, 85, 176
마사, 46, 175
카나, 49, 154
하파, 94, 160
바파, 81, 180
다사, 82, 142
파카, 52, 150
카바, 91, 172
하마, 97, 172
파다, 67, 146
하가, 92, 167
아카, 95, 159
마사, 87, 147
다바, 41, 161
카가, 79, 149
라바, 56, 150
라다, 85, 178
카카, 85, 147
라자, 57, 164
하가, 75, 184
가바, 73, 181
차카, 54, 175
나자, 70, 160
자아, 44, 166
아카, 90, 152
아아, 47, 146
다다, 45, 165
하차, 92, 176
사사, 77, 174
사마, 51, 150
마바, 97, 171
가파, 87, 174
파바, 59, 140
하사, 63, 148
하카, 86, 161
카아, 97, 144
타차, 47, 185
하차, 64, 155
사바, 52, 179
자마, 50, 184
마차, 97, 184
나타, 42, 149
다아, 84, 151
하마, 71, 169
가아, 67, 145
카카, 87, 151
가다, 90, 180
차타, 48, 178
가사, 79, 172
카바, 60, 172
다다, 56, 166
파아, 51, 160
라파, 68, 188
나자, 56, 180
바타, 52, 180
차바, 45, 176
카나, 72, 162
가라, 43, 150
파파, 64, 153
마마, 67, 181
자하, 54, 153
자사, 85, 146
카하, 51, 141
마카, 51, 163
가차, 56, 164
파가, 64, 177
사라, 40, 152
마사, 56, 150
파자, 43, 156
파타, 88, 160
나가, 91, 141
카차, 70, 182
하라, 67, 170
나파, 85, 159
마아, 64, 165
바나, 43, 147
나타, 45, 186
나차, 89, 150
파차, 41, 188
카마, 87, 145
차카, 78, 174
마하, 77, 141
자파, 60, 172
자라, 96, 140
가바, 93, 147
다바, 85, 185
라마, 79, 143
다바, 72, 171
사자, 52, 146
아카, 73, 148
파나, 46, 149
마마, 98, 175
파타, 73, 153
바가, 63, 183
카가, 70, 184
나차, 74, 165
타하, 70, 179
차나, 76, 182
파타, 41, 189
마라, 66, 151
파가, 50, 189
다타, 46, 173
나아, 81, 144
마다, 46, 167
자마, 77, 159
다바, 90, 149
바아, 62, 167
차바, 73, 189
파아, 46, 171
카차, 53, 161
마타, 52, 142
바사, 45, 179
하다, 57, 177
카마, 98, 165
자카, 87, 168
라다, 69, 150
마라, 78, 163
라타, 69, 148
라마, 43, 154
타자, 50, 174
자라, 56, 163
사파, 43, 141
하하, 68, 175
마바, 76, 183
타나, 91, 182
파나, 52, 151
가다, 84, 167
카마, 68, 167
차아, 87, 159
차마, 59, 176
차다, 87, 172
사사, 54, 174
카차, 91, 189
파타, 50, 149
카파, 70, 154
카바, 52, 161
차하, 64, 185
라라, 81, 159
자카, 95, 155
하마, 45, 187
카라, 79, 186
라바, 84, 154
타사, 61, 148
파다, 62, 166
라바, 99, 185
자아, 91, 187
타아, 54, 179
다나, 47, 178
사자, 67, 157
바타, 68, 156
파하, 43, 149
카차, 56, 167
아차, 84, 150
차다, 82, 163
아마, 45, 172
나다, 45, 159
자가, 65, 141
다나, 57, 161
사라, 59, 173
파나, 79, 180
차바, 72, 143
카차, 41, 181
다하, 85, 174
하가, 96, 158
차하, 62, 140
아타, 69, 181
가사, 59, 149
바차, 85, 175
차다, 70, 148
아라, 42, 179
라라, 48, 143
바라, 78, 156
다차, 55, 181
아차, 40, 186
사가, 50, 141
아바, 54, 159
가사, 77, 151
라다, 46, 164
다하, 60, 177
차라, 86, 155
나타, 85, 167
가나, 95, 176
나파, 44, 184
사카, 74, 180
아카, 89, 158
사라, 66, 143
아마, 71, 174
차가, 51, 165
나라, 52, 158
가가, 52, 173
아마, 54, 174
사바, 63, 147
파다, 62, 165
가나, 79, 164
카타, 79, 172
마자, 46, 140
하나, 97, 165
파가, 73, 154
마사, 68, 161
라파, 63, 181
사아, 71, 166
다자, 83, 145
차사, 95, 164
사타, 64, 155
카라, 47, 175
차카, 76, 175
마라, 71, 141
차라, 95, 178
타파, 43, 186
사가, 68, 172
바하, 77, 174
차바, 42, 182
나하, 92, 158
하차, 85, 165
차라, 83, 141
마자, 79, 148
다마, 54, 144
가하, 86, 167
다다, 98, 168
나타, 67, 159
타마, 90, 157
파나, 41, 166
사카, 40, 167
다파, 41, 154
가라, 53, 179
바아, 96, 162
파나, 55, 167
가바, 44, 145
바바, 49, 155
바타, 67, 158
다사, 83, 169
마바, 45, 164
라하, 64, 165
바다, 70, 154
자다, 90, 180
나사, 78, 175
마카, 86, 166
바라, 52, 169
다가, 85, 181
다마, 61, 157
파가, 50, 175
나차, 68, 162
라차, 62, 175
차자, 68, 173
가바, 43, 180
다카, 94, 178
파자, 60, 146
자하, 78, 183
사마, 86, 165
나아, 82, 156
라카, 68, 152
가나, 54, 143
하카, 74, 180
차아, 70, 185
파가, 65, 171
아나, 96, 144
차마, 66, 183
차파, 72, 162
자라, 73, 166
사사, 79, 177
하마, 78, 149
바자, 82, 149
나하, 93, 159
자라, 96, 184
타자, 95, 177
가아, 53, 182
차타, 57, 168
다하, 87, 182
아바, 81, 187
바파, 47, 178
하라, 76, 145
자타, 55, 175
파나, 68, 147
마타, 83, 145
타바, 75, 152
파바, 90, 140
바바, 77, 181
하카, 83, 182
마사, 62, 157
바바, 80, 156
바타, 47, 148
가가, 73, 188
차가, 64, 156
자아, 63, 184
다마, 87, 167
가가, 85, 163
가타, 92, 174
바라, 73, 144
자아, 46, 153
카마, 47, 146
하자, 94, 142
나하, 71, 154
아자, 40, 165
파다, 47, 185
바차, 94, 161
카차, 57, 182
라차, 47, 189
사마, 65, 165
바사, 70, 161
나차, 60, 175
다타, 72, 168
카파, 67, 143
파자, 54, 168
하다, 77, 174
라라, 67, 176
라다, 55, 140
라마, 59, 189
나파, 81, 147
카파, 99, 183
가바, 77, 154
가타, 82, 141
파자, 82, 181
사마, 90, 147
나라, 57, 156
나가, 84, 142
하나, 86, 154
사하, 86, 175
차가, 77, 178
나차, 70, 187
파라, 58, 173
바자, 87, 185
타타, 47, 161
아카, 41, 143
다타, 78, 141
아아, 82, 154
나바, 57, 140
라라, 83, 182
하자, 93, 173
바나, 98, 162
아하, 60, 189
하다, 62, 168
다사, 89, 181
가타, 48, 170
아하, 83, 147
마타, 98, 171
바바, 67, 170
다카, 83, 168
라자, 45, 174
나아, 81, 163
타자, 47, 164
아나, 73, 159
바라, 54, 163
가하, 43, 166
가카, 72, 147
카카, 78, 164
나카, 43, 141
사가, 77, 167
나나, 56, 162
다자, 75, 165
자타, 75, 143
타차, 54, 160
하자, 80, 164
아카, 45, 164
마다, 86, 160
마차, 64, 168
자가, 78, 154
바나, 43, 167
차마, 71, 151
하라, 87, 189
마바, 83, 162
타자, 90, 158
카라, 44, 162
나파, 75, 181
아바, 73, 158
마아, 99, 153
라마, 99, 166
타타, 91, 164
사나, 70, 161
다자, 93, 176
자마, 61, 157
다마, 77, 180
하사, 78, 180
사타, 44, 159
나사, 40, 185
다라, 82, 144
파파, 56, 150
나사, 60, 188
하하, 70, 169
바가, 87, 153
사나, 44, 150
마라, 65, 159
사카, 61, 182
자자, 66, 173
바카, 61, 156
나자, 41, 146
가차, 47, 185
파다, 77, 155
라카, 90, 182
마바, 81, 180
가다, 61, 178
바사, 48, 148
사아, 92, 172
타마, 98, 175
바라, 58, 150
사다, 71, 181
하파, 68, 150
타하, 75, 183
아카, 50, 157
하차, 45, 172
차라, 72, 185
카나, 67, 159
자타, 93, 140
아나, 54, 177
마타, 77, 146
라다, 82, 185
차카, 83, 151
라사, 72, 160
나차, 72, 151
라파, 44, 148
바마, 40, 150
바라, 94, 142
타라, 40, 169
라차, 76, 168
사파, 64, 173
사차, 42, 150
가하, 55, 148
파자, 91, 160
차하, 41, 141
나다, 85, 166
다자, 48, 181
자아, 76, 154
다가, 43, 163
카타, 43, 158
파아, 83, 147
타라, 49, 146
카라, 47, 156
사가, 91, 141
나차, 97, 142
파사, 92, 167
마차, 79, 176
다가, 65, 158
가카, 86, 142
파차, 59, 144
카라, 70, 166
카아, 70, 186
바자, 51, 162
카타, 75, 150
카사, 95, 188
나아, 94, 177
카아, 40, 140
타가, 43, 182
카바, 98, 188
파아, 73, 172
차바, 46, 158
가타, 44, 144
차차, 65, 187
하마, 55, 140
하자, 54, 177
타나, 81, 171
사나, 76, 174
차다, 43, 171
파사, 40, 147
아라, 93, 165
아차, 69, 158
카가, 70, 157
바가, 41, 170
바하, 57, 144
사사, 74, 151
차라, 59, 156
가사, 87, 145
타마, 84, 150
마카, 73, 153
카다, 73, 184
바다, 90, 159
다파, 98, 164
아마, 85, 143
다파, 66, 181
바사, 61, 187
자카, 80, 170
나사, 50, 166
나가, 90, 144
바차, 53, 146
나카, 44, 152
자라, 79, 180
자파, 42, 174
차자, 92, 164
사차, 48, 165
카카, 84, 146
파하, 59, 153
다라, 62, 166
아라, 95, 159
마카, 60, 142
파하, 56, 161
다타, 77, 148
자차, 41, 175
다타, 51, 159
바나, 57, 175
카아, 50, 140
파사, 45, 163
마카, 93, 175
아바, 83, 151
나파, 42, 148
마가, 66, 165
사아, 61, 144
하자, 82, 148
가가, 68, 142
차차, 58, 140
라카, 63, 170
카사, 87, 164
자마, 46, 154
차나, 78, 172
카타, 42, 182
타사, 80, 159
카나, 55, 172
자카, 89, 146
자하, 66, 177
파바, 44, 152
나라, 54, 146
다자, 73, 158
하아, 96, 182
마하, 53, 186
아나, 57, 183
자카, 70, 176
파카, 92, 142
가다, 54, 161
라나, 55, 188
차하, 75, 168
사바, 58, 174
나하, 88, 186
자사, 67, 154
아자, 97, 155
다나, 68, 186
라가, 68, 183
하아, 86, 151
자가, 50, 153
자사, 83, 174
자카, 51, 170
가아, 55, 149
자자, 90, 146
타파, 45, 165
바마, 52, 168
사타, 44, 179
바사, 87, 150
하가, 55, 140
타마, 75, 161
다아, 40, 184
라가, 42, 183
하바, 93, 150
파차, 51, 157
아하, 41, 156
파파, 47, 184
가자, 90, 172
아나, 47, 154
아나, 46, 149
사사, 84, 157
바마, 48, 188
사마, 58, 177
아아, 75, 165
파자, 58, 150
라가, 50, 168
아타, 85, 180
차라, 56, 181
라라, 73, 168
다파, 61, 171
아사, 78, 184
마가, 84, 175
바바, 96, 154
아마, 85, 174
카라, 64, 148
마차, 53, 142
자라, 40, 145
카바, 72, 159
파마, 71, 182
바아, 83, 156
가나, 50, 145
나하, 65, 161
사나, 46, 170
타다, 44, 152
카가, 77, 171
마아, 72, 174
라하, 79, 160
가타, 77, 162
타하, 77, 145
하차, 78, 182
카라, 68, 151
카가, 71, 142
카하, 53, 150
다카, 59, 158
바아, 86, 172
사마, 97, 151
다다, 85, 154
나사, 58, 163
다마, 44, 166
카파, 96, 150
라하, 94, 156
파카, 78, 183
카가, 77, 155
하아, 73, 141
나차, 95, 143
마라, 63, 157
아가, 76, 169
사아, 44, 144
하아, 55, 170
바차, 81, 178
나자, 82, 148
차파, 91, 143
라차, 92, 172
하사, 68, 162
바타, 70, 152
나카, 54, 183
아차, 53, 184
나파, 87, 176
하자, 63, 166
사카, 51, 174
다가, 95, 158
나하, 69, 181
파카, 53, 150
타카, 52, 164
카바, 57, 178
하가, 60, 174
나자, 96, 141
카사, 42, 159
마라, 87, 166
라자, 47, 185
자카, 55, 181
라차, 45, 159
가차, 48, 160
타라, 90, 155
타타, 98, 188
타하, 80, 179
다가, 74, 165
다차, 56, 172
나파, 97, 178
파마, 47, 170
라사, 69, 170
